Problem,Prefix_Equation,Answer,Encoded
"If Henry gives Bridget all of his Skittles, how many Skittles will Bridget have in total, given that Bridget has 4 Skittles and Henry has 4 Skittles?",+ 4.0 4.0,8.0,"[1, 4, 601, 601, 2]"
"Given that Bridget has 4 Skittles and Henry has 4 Skittles, how many Skittles will Bridget have if Henry gives her all of his Skittles?",+ 4.0 4.0,8.0,"[1, 4, 601, 601, 2]"
"Given that Bridget has 8 Skittles after receiving Henry's Skittles and she started with 4 Skittles initially, how many Skittles did Henry have, if he gave all of his Skittles to Bridget?",- 8.0 4.0,4.0,"[1, 5, 936, 601, 2]"
"How many Skittles did Henry have if he gave all of his Skittles to Bridget, given that Bridget has 8 Skittles after receiving Henry's Skittles and she started with 4 Skittles initially?",- 8.0 4.0,4.0,"[1, 5, 936, 601, 2]"
"If Henry gave all of his Skittles to Bridget, given that Bridget has 8 Skittles after receiving Henry's Skittles and she started with 4 Skittles initially, how many Skittles did Henry have?",- 8.0 4.0,4.0,"[1, 5, 936, 601, 2]"
"Given that Bridget has 8 Skittles after receiving Henry's Skittles and she started with 4 Skittles initially, and if Henry gave all of his Skittles to Bridget, how many Skittles did Henry have?",- 8.0 4.0,4.0,"[1, 5, 936, 601, 2]"
"How many Skittles did Henry have, given that Bridget has 8 Skittles after receiving Henry's Skittles and she started with 4 Skittles initially, and Henry gave all of his Skittles to Bridget?",- 8.0 4.0,4.0,"[1, 5, 936, 601, 2]"
"If Bridget has 8 Skittles after receiving Henry's Skittles and she started with 4 Skittles initially, how many Skittles did Henry have, given that Henry gives all of his Skittles to Bridget?",- 8.0 4.0,4.0,"[1, 5, 936, 601, 2]"
"A textbook costs a bookstore 44 dollars , and the store sells it for 55 dollars . Find the amount of profit based on the selling price .",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"A box of cereal costs a grocery store $11, and the store sells it for $15. Find the amount of profit based on the selling price.",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"A pair of shoes costs a department store $56, and the store sells it for $68. Find the amount of profit based on the selling price.",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"A tablet costs an electronics store $128, and the store sells it for $153. Find the amount of profit based on the selling price.",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"A bike costs a sporting goods store $200, and the store sells it for $250. Find the amount of profit based on the selling price.",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"A dress costs a clothing store $80, and the store sells it for $100. Find the amount of profit based on the selling price.",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"Find the amount of profit based on the selling price, given that a textbook costs a bookstore $44 and the store sells it for $55.",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"Given that a textbook costs a bookstore $44 and the store sells it for $55, find the amount of profit based on the selling price.",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"The selling price of a textbook is $55, and it costs a bookstore $44. Find the amount of profit based on the selling price.",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"Find the amount of profit based on the selling price of a textbook, which costs a bookstore $44 and is sold for $55.",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"The bookstore sells a textbook for $55, which costs $44. Find the amount of profit based on the selling price.",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"A textbook costs a bookstore 44 dollars, and the store sells it for 55 dollars. There are also 12 bookshelves in the bookstore. Find the amount of profit based on the selling price.",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"A textbook costs a bookstore 44 dollars, and the store sells it for 55 dollars. There are also 2 cash registers in the bookstore. Find the amount of profit based on the selling price.",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"A textbook costs a bookstore 44 dollars, and the store sells it for 55 dollars. There are also 4 tables for reading in the bookstore. Find the amount of profit based on the selling price.",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"A textbook costs a bookstore 44 dollars, and the store sells it for 55 dollars. There are also 8 employees working in the bookstore. Find the amount of profit based on the selling price.",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"A textbook costs a bookstore 44 dollars, and the store sells it for 55 dollars. There are also 6 chairs for customers to sit in the bookstore. Find the amount of profit based on the selling price.",- 55.0 44.0,11.0,"[1, 5, 758, 655, 2]"
"If the profit is $11, how much does the textbook cost, given that it is sold for $55?",- 55.0 11.0,44.0,"[1, 5, 758, 120, 2]"
"Each child has 5 bottle caps . If there are 9 children , how many bottle caps are there in total ?",* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
"Each student has 5 marbles . If there are 9 students , how many marbles are there in total ?",* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
"Each dog has 5 toys . If there are 9 dogs , how many toys are there in total ?",* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
"Each person has 5 coins . If there are 9 people , how many coins are there in total ?",* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
"Each car has 5 tires . If there are 9 cars , how many tires are there in total ?",* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
"Each tree has 5 apples . If there are 9 trees , how many apples are there in total ?",* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
"If there are 9 children and each child has 5 bottle caps, how many bottle caps are there in total?",* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
How many bottle caps are there in total when there are 9 children and each child has 5 bottle caps?,* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
There are 9 children and each one has 5 bottle caps. How many bottle caps are there in total?,* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
How many bottle caps are there in total if each child has 5 and there are 9 children?,* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
How many bottle caps are there in total if the total number of bottle caps is equal to the number of children (9) multiplied by the number of bottle caps each child has (5)?,* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
"Each child has 5 bottle caps, which is the same number as the number of bottles each child can carry at a time. If there are 9 children and each child has 5 bottle caps, how many bottle caps are there in total?",* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
"Each child has 5 bottle caps, which is the same number as the number of children in a group that can play a game of Bottle Cap Baseball. If there are 9 children and each child has 5 bottle caps, how many bottle caps are there in total?",* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
"Each child has 5 bottle caps, which is the same number as the number of bottles each child can fit in a backpack. If there are 9 children and each child has 5 bottle caps, how many bottle caps are there in total?",* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
"Each child has 5 bottle caps, which is the same number as the number of children in a group that can play a game of Bottle Cap Tic-Tac-Toe. If there are 9 children and each child has 5 bottle caps, how many bottle caps are there in total?",* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
"Each child has 5 bottle caps, which is the same number as the number of bottles each child can fit on a shelf. If there are 9 children and each child has 5 bottle caps, how many bottle caps are there in total?",* 5.0 9.0,45.0,"[1, 3, 700, 1001, 2]"
"If there are a total of 45 bottle caps and each child has 5 bottle caps, how many children are there?",/ 45.0 5.0,9.0,"[1, 6, 659, 700, 2]"
"While playing a trivia game , Mike answered 3 questions correct in the first half and 5 questions correct in the second half . If each question was worth 3 points , what was his final score ?",* 3.0 + 3.0 5.0,24.0,"[1, 3, 475, 4, 475, 700, 2]"
"While playing a game of Chess, Anna captured 3 pawns in the first half and 5 pawns in the second half. If each pawn was worth 3 points, what was her final score?",* 3.0 + 3.0 5.0,24.0,"[1, 3, 475, 4, 475, 700, 2]"
"While playing a game of Scrabble, Bob placed 3 word tiles on the board in the first half and 5 word tiles in the second half. If each word tile was worth 3 points, what was his final score?",* 3.0 + 3.0 5.0,24.0,"[1, 3, 475, 4, 475, 700, 2]"
"While playing a game of Trivial Pursuit, Charlie answered 3 questions correctly in the first half and 5 questions correctly in the second half. If each question was worth 3 points, what was his final score?",* 3.0 + 3.0 5.0,24.0,"[1, 3, 475, 4, 475, 700, 2]"
"While playing a game of Jeopardy, Diana answered 3 clues in the first half and 5 clues in the second half. If each clue was worth 3 points, what was her final score?",* 3.0 + 3.0 5.0,24.0,"[1, 3, 475, 4, 475, 700, 2]"
"While playing a game of Hangman, Emily guessed 3 letters correctly in the first half and 5 letters correctly in the second half. If each letter was worth 3 points, what was her final score?",* 3.0 + 3.0 5.0,24.0,"[1, 3, 475, 4, 475, 700, 2]"
"If Mike answered 3 questions correctly in the first half and 5 questions correctly in the second half while playing a trivia game, and each question was worth 3 points, what was his final score?",* 3.0 + 3.0 5.0,24.0,"[1, 3, 475, 4, 475, 700, 2]"
"While playing a trivia game, Mike answered 3 questions correctly in the first half and 5 questions correctly in the second half. If each question was worth 3 points, how many points did he earn in total?",* 3.0 + 3.0 5.0,24.0,"[1, 3, 475, 4, 475, 700, 2]"
"What was Mike's final score while playing a trivia game, if he answered 3 questions correctly in the first half and 5 questions correctly in the second half, and each question was worth 3 points?",* 3.0 + 3.0 5.0,24.0,"[1, 3, 475, 4, 475, 700, 2]"
"If each question in the trivia game was worth 3 points and Mike answered 3 questions correctly in the first half and 5 questions correctly in the second half, what was his final score?",* 3.0 + 3.0 5.0,24.0,"[1, 3, 475, 4, 475, 700, 2]"
"While playing a trivia game, Mike answered 3 questions correctly in the first half and 5 questions correctly in the second half, which is the same number as the number of questions on a Trivial Pursuit card. If each question was worth 3 points, what was his final score?",* 3.0 + 3.0 5.0,24.0,"[1, 3, 475, 4, 475, 700, 2]"
"While playing a trivia game, Mike answered 3 questions correctly in the first half and 5 questions correctly in the second half, which is the same number as the number of categories in a game of Jeopardy. If each question was worth 3 points, what was his final score?",* 3.0 + 3.0 5.0,24.0,"[1, 3, 475, 4, 475, 700, 2]"
"While playing a trivia game, Mike answered 3 questions correctly in the first half and 5 questions correctly in the second half, which is the same number as the number of rounds in a game of Who Wants to Be a Millionaire. If each question was worth 3 points, what was his final score?",* 3.0 + 3.0 5.0,24.0,"[1, 3, 475, 4, 475, 700, 2]"
"While playing a trivia game, Mike answered 3 questions correctly in the first half and 5 questions correctly in the second half, which is the same number as the number of players in a game of Trivial Pursuit. If each question was worth 3 points, what was his final score?",* 3.0 + 3.0 5.0,24.0,"[1, 3, 475, 4, 475, 700, 2]"
"While playing a trivia game, Mike answered 3 questions correctly in the first half and 5 questions correctly in the second half, which is the same number as the number of points awarded for a correct answer in a game of Family Feud. If each question was worth 3 points, what was his final score?",* 3.0 + 3.0 5.0,24.0,"[1, 3, 475, 4, 475, 700, 2]"
How many points was each question worth if Mike's final score while playing a trivia game was 24 points and he answered a total of 3 questions correctly in the first half and 5 questions correctly in the second half?,/ 24.0 + 3.0 5.0,3.0,"[1, 6, 396, 4, 475, 700, 2]"
"If Mike's final score while playing a trivia game was 24 points and he answered a total of 3 questions correctly in the first half and 5 questions correctly in the second half, how many points was each question worth?",/ 24.0 + 3.0 5.0,3.0,"[1, 6, 396, 4, 475, 700, 2]"
"At Mrs. Hilt 's house , there was 29 inches of snow , and Brecknock Elementary School received 17 inches of snow . How much more snow   did Mrs. Hilt 's house have ?",- 29.0 17.0,12.0,"[1, 5, 464, 271, 2]"
"At John's house, there was 29 inches of snow, and the local park received 17 inches of snow. How much more snow did John's house have?",- 29.0 17.0,12.0,"[1, 5, 464, 271, 2]"
"At the park, there was 17 inches of snow, and Sarah's house received 29 inches of snow. How much more snow did Sarah's house have?",- 29.0 17.0,12.0,"[1, 5, 464, 271, 2]"
"At the mall, there was 29 inches of snow, and Alex's house received 17 inches of snow. How much more snow did Alex's house have?",- 29.0 17.0,12.0,"[1, 5, 464, 271, 2]"
"At the movie theater, there was 17 inches of snow, and Kim's house received 29 inches of snow. How much more snow did Kim's house have?",- 29.0 17.0,12.0,"[1, 5, 464, 271, 2]"
"At the grocery store, there was 29 inches of snow, and Tyler's house received 17 inches of snow. How much more snow did Tyler's house have?",- 29.0 17.0,12.0,"[1, 5, 464, 271, 2]"
"If Mrs. Hilt's house received 29 inches of snow and Brecknock Elementary School received 17 inches of snow, how much more snow did Mrs. Hilt's house have?",- 29.0 17.0,12.0,"[1, 5, 464, 271, 2]"
"If Mrs. Hilt's house had 29 inches of snow and Brecknock Elementary School had 17 inches of snow, how much more snow did Mrs. Hilt's house have?",- 29.0 17.0,12.0,"[1, 5, 464, 271, 2]"
"If Brecknock Elementary School received 17 inches of snow and Mrs. Hilt's house received 29 inches of snow, how much more snow did Mrs. Hilt's house have?",- 29.0 17.0,12.0,"[1, 5, 464, 271, 2]"
Mrs. Hilt's house received 29 inches of snow and Brecknock Elementary School received 17 inches of snow. How much more snow did Mrs. Hilt's house have?,- 29.0 17.0,12.0,"[1, 5, 464, 271, 2]"
Mrs. Hilt's house had 29 inches of snow and Brecknock Elementary School had 17 inches of snow. How much more snow did Mrs. Hilt's house have?,- 29.0 17.0,12.0,"[1, 5, 464, 271, 2]"
"Mrs. Hilt's house had 12 more inches of snow than Brecknock Elementary School, and Brecknock Elementary School received 17 inches of snow. How many inches of snow did Mrs. Hilt's house receive?",+ 12.0 17.0,29.0,"[1, 4, 150, 271, 2]"
"If Brecknock Elementary School received 17 inches of snow and Mrs. Hilt's house had 12 more inches of snow than Brecknock Elementary School, how many inches of snow did Mrs. Hilt's house receive?",+ 12.0 17.0,29.0,"[1, 4, 150, 271, 2]"
"If Mrs. Hilt's house had 12 more inches of snow than Brecknock Elementary School and Brecknock Elementary School received 17 inches of snow, how many inches of snow did Mrs. Hilt's house receive?",+ 12.0 17.0,29.0,"[1, 4, 150, 271, 2]"
"Mrs. Hilt's house received 12 more inches of snow than Brecknock Elementary School, which received 17 inches of snow. How many inches of snow did Mrs. Hilt's house receive?",+ 12.0 17.0,29.0,"[1, 4, 150, 271, 2]"
